City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
700,Darhan,49.4867,105.9228,37.15,98,100,6.06,MN,light rain
701,Kendari,-3.945,122.4989,88.21,57,36,3.51,ID,scattered clouds
702,Byumba,-1.5763,30.0675,66.2,94,40,2.3,RW,scattered clouds
703,La Presa,32.7081,-116.9973,62.01,72,1,12.66,US,clear sky
704,Moscow,55.7522,37.6156,34.0,86,0,17.9,RU,light snow
705,Nortelandia,-14.4547,-56.8028,79.57,66,100,3.33,BR,overcast clouds
706,Vangaindrano,-23.35,47.6,69.93,91,53,1.03,MG,light rain
707,Pochutla,15.7432,-96.4661,82.0,77,67,1.99,MX,broken clouds
708,San Jose,37.3394,-121.895,60.8,44,90,11.5,US,overcast clouds
709,Qianan,44.9932,124.0581,62.4,13,0,8.21,CN,clear sky
710,Bachaquero,9.9694,-71.1494,81.57,75,7,4.68,VE,clear sky
711,Xochistlahuaca,16.7833,-98.25,79.25,69,83,2.51,MX,broken clouds
712,Lakes Entrance,-37.8811,147.981,63.0,64,70,3.0,AU,broken clouds
713,Conakry,9.538,-13.6773,79.27,72,20,8.93,GN,few clouds
714,Bilibino,68.0546,166.4372,30.22,84,100,4.83,RU,overcast clouds
715,Berdigestyakh,62.0989,126.6992,34.16,97,100,6.33,RU,overcast clouds
716,Praya,14.9215,-23.5087,69.8,73,20,14.97,CV,few clouds
717,Sabang,5.8933,95.3214,82.83,70,100,10.6,ID,overcast clouds
718,Sampit,-2.5333,112.95,92.08,49,80,2.51,ID,broken clouds
719,Beba,22.4437,-79.7253,78.8,41,20,5.75,CU,few clouds
720,Hammerfest,70.6634,23.6821,28.4,64,96,8.05,NO,overcast clouds
721,Manyana,-23.4,21.7167,58.71,35,0,2.33,BW,clear sky
722,Sioux Lookout,50.1001,-91.917,28.4,59,20,2.3,CA,few clouds
723,Loa Janan,-0.583,117.095,87.33,64,92,4.05,ID,overcast clouds
724,Krasnovishersk,60.4078,57.082,41.54,78,100,10.27,RU,overcast clouds
725,Olinda,-8.0089,-34.8553,75.2,83,40,5.7,BR,scattered clouds
726,Natchitoches,31.7668,-93.1335,62.6,94,1,3.44,US,clear sky
727,Waipawa,-41.4122,175.5153,64.4,48,63,16.11,NZ,broken clouds
728,Batemans Bay,-35.7167,150.1833,69.01,52,40,5.68,AU,scattered clouds
729,Kyshtym,55.714,60.5528,42.22,74,100,7.81,RU,overcast clouds
730,Bembereke,10.2283,2.6634,74.28,80,100,6.53,BJ,overcast clouds
731,Nchelenge,-9.3451,28.734,70.81,74,100,2.24,ZM,overcast clouds
732,Hermiston,45.8404,-119.2895,60.8,39,1,9.22,US,clear sky
733,Teya,60.3778,92.6267,39.24,80,100,4.07,RU,overcast clouds
734,Nizhniy Tsasuchey,50.5167,115.1333,58.66,10,100,13.58,RU,overcast clouds
735,Corn Island,12.1694,-83.0418,80.65,69,56,10.45,NI,broken clouds
736,Sivas,39.7916,37.0019,41.0,75,0,6.91,TR,clear sky
737,President Roxas,7.1544,125.0558,89.6,62,75,5.75,PH,broken clouds
